연번,공공데이터 서비스명,"서비스
유형",요청인자,,출력항목,
143,즉석판매제조가공업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
143,즉석판매제조가공업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
143,즉석판매제조가공업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
143,즉석판매제조가공업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
143,즉석판매제조가공업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
143,즉석판매제조가공업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
143,즉석판매제조가공업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
144,지하수수질측정망 측정결과,OPEN API,keyid,인증키,TOTEEC,총대장균군
144,지하수수질측정망 측정결과,OPEN API,serviceId,서비스명,HYDRIONDNSTY,수소이온농도
144,지하수수질측정망 측정결과,OPEN API,dataType,요청파일 타입,DKPS_YN_NM,음용 여부
144,지하수수질측정망 측정결과,OPEN API,startidx,요청시작위치,PRPOS_NM,용도
144,지하수수질측정망 측정결과,OPEN API,endIdx,요청종료위치,ADDR,주소
144,지하수수질측정망 측정결과,OPEN API,YR,년도,SIGNGU_NM,시군구
144,지하수수질측정망 측정결과,OPEN API,ADDR,주소,SPOT_NO,지점 번호
144,지하수수질측정망 측정결과,OPEN API,ARA,지역구분(일반지역/오염지역),ARA,오염구분
144,지하수수질측정망 측정결과,OPEN API,,,ARA_YN,오염지역 여부
144,지하수수질측정망 측정결과,OPEN API,,,EC,전기전도도
144,지하수수질측정망 측정결과,OPEN API,,,XYLEN,크실렌
144,지하수수질측정망 측정결과,OPEN API,,,ETBEN,에틸벤젠
144,지하수수질측정망 측정결과,OPEN API,,,TOLUE,톨루엔
144,지하수수질측정망 측정결과,OPEN API,,,BENZ,벤젠
144,지하수수질측정망 측정결과,OPEN API,,,TCE111,111트리클로로에탄
144,지하수수질측정망 측정결과,OPEN API,,,PCE,테트라클로로에틸렌
144,지하수수질측정망 측정결과,OPEN API,,,TCE,트리클로로에틸렌
144,지하수수질측정망 측정결과,OPEN API,,,QU,분기
144,지하수수질측정망 측정결과,OPEN API,,,CR6,6가크롬
144,지하수수질측정망 측정결과,OPEN API,,,PB,납
144,지하수수질측정망 측정결과,OPEN API,,,PHNL,페놀
144,지하수수질측정망 측정결과,OPEN API,,,ORGNICPH,유기인
144,지하수수질측정망 측정결과,OPEN API,,,MRC,수은
144,지하수수질측정망 측정결과,OPEN API,,,CYN,시안
144,지하수수질측정망 측정결과,OPEN API,,,AS_,비소
144,지하수수질측정망 측정결과,OPEN API,,,CDMM,카드뮴
144,지하수수질측정망 측정결과,OPEN API,,,CI,염소이온
144,지하수수질측정망 측정결과,OPEN API,,,NO3N,질산성질소
144,지하수수질측정망 측정결과,OPEN API,,,YR,년도
145,집단급식소 설치 현황,OPEN API,keyid,인증키,CNSGN_BSSH_NM,위탁업소명
145,집단급식소 설치 현황,OPEN API,serviceId,서비스명,FCPRV_ADDR,급식소주소
145,집단급식소 설치 현황,OPEN API,dataType,요청파일 타입,FCPRV_PRSDNT_NM,급식소대표자명
145,집단급식소 설치 현황,OPEN API,startidx,요청시작위치,FCPRV_NM,급식소명
145,집단급식소 설치 현황,OPEN API,endIdx,요청종료위치,MLSV_MTHD_CD_NM,급식방법명
145,집단급식소 설치 현황,OPEN API,,,CNCTR_MANAGE_YN,집중관리여부
145,집단급식소 설치 현황,OPEN API,,,INDUTY_CL_CD_NM,업종분류명
145,집단급식소 설치 현황,OPEN API,,,SIGNGU_CD_NM,시군구명
145,집단급식소 설치 현황,OPEN API,,,RM,비고
145,집단급식소 설치 현황,OPEN API,,,CNSGN_BSSH_ADDR,위탁업소주소
145,집단급식소 설치 현황,OPEN API,,,CNSGN_PRSDNT_NM,위탁대표자명
145,집단급식소 설치 현황,OPEN API,,,ORGN_MLSV_YN,단체급식여부
145,집단급식소 설치 현황,OPEN API,,,CNCTR_MANAGE_BSSH_NO,집중관리업소번호
146,집단급식소 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
146,집단급식소 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
146,집단급식소 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
146,집단급식소 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
146,집단급식소 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
146,집단급식소 인허가 대장,OPEN API,CHNG_DT, 변경일자(YYYYMMDD),BSSH_NM,업소명
146,집단급식소 인허가 대장,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가번호
146,집단급식소 인허가 대장,OPEN API,BSSH_NM,업소명,,
147,집단급식소 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
147,집단급식소 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
147,집단급식소 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
147,집단급식소 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
147,집단급식소 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
147,집단급식소 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
147,집단급식소 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
147,집단급식소 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
147,집단급식소 폐업정보,OPEN API,,,LCNS_NO,인허가번호
148,처분기준코드,OPEN API,keyid,인증키,VALD_BGN_DT,유효시작일자
148,처분기준코드,OPEN API,serviceId,서비스명,USE_YN,사용여부
148,처분기준코드,OPEN API,dataType,요청파일 타입,VILT_TYPE_CD_NM,위반유형명
148,처분기준코드,OPEN API,startidx,요청시작위치,VILT_TYPE_CD,위반유형코드
148,처분기준코드,OPEN API,endIdx,요청종료위치,BASIS_LAWORD,근거법령
148,처분기준코드,OPEN API,VALD_BGN_DT,유효시작일자(YYYYMMDD),DSPS_STDR_CD_NM,처분기준코드명
148,처분기준코드,OPEN API,VALD_END_DT,유효종료일자(YYYYMMDD),LV_NO,레벨
148,처분기준코드,OPEN API,,,HRNK_DSPS_STDR_CD,상위처분기준코드
148,처분기준코드,OPEN API,,,LAST_UPDT_DTM,최종수정일시
148,처분기준코드,OPEN API,,,VALD_END_DT,유효종료일자
148,처분기준코드,OPEN API,,,DSPS_STDR_CD,처분기준코드
149,축산물 가공업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
149,축산물 가공업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
149,축산물 가공업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
149,축산물 가공업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
149,축산물 가공업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
149,축산물 가공업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
149,축산물 가공업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
149,축산물 가공업 폐업정보,OPEN API,,,BSSH_NM,업소명
149,축산물 가공업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
150,축산물 가공업허가정보,OPEN API,keyid,인증키,TELNO,전화번호
150,축산물 가공업허가정보,OPEN API,serviceId,서비스명,INSTT_NM,기관명
150,축산물 가공업허가정보,OPEN API,dataType,요청파일 타입,LOCP_ADDR,주소
150,축산물 가공업허가정보,OPEN API,startidx,요청시작위치,PRMS_DT,허가일자
150,축산물 가공업허가정보,OPEN API,endIdx,요청종료위치,INDUTY_NM,업종
150,축산물 가공업허가정보,OPEN API,CHNG_DT,변경일자,PRSDNT_NM,대표자명
150,축산물 가공업허가정보,OPEN API,LCNS_NO,인허가번호,BSSH_NM,업소명
150,축산물 가공업허가정보,OPEN API,,,LCNS_NO,인허가번호
151,축산물 보관업영업허가대장,OPEN API,keyid,인증키,PRMS_DT,허가일자
151,축산물 보관업영업허가대장,OPEN API,serviceId,서비스명,INDUTY_NM,업종
151,축산물 보관업영업허가대장,OPEN API,dataType,요청파일 타입,PRSDNT_NM,대표자명
151,축산물 보관업영업허가대장,OPEN API,startidx,요청시작위치,BSSH_NM,업소명
151,축산물 보관업영업허가대장,OPEN API,endIdx,요청종료위치,INSTT_NM,기관명
151,축산물 보관업영업허가대장,OPEN API,CHNG_DT,변경일자,LOCP_ADDR,주소
151,축산물 보관업영업허가대장,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가 번호
152,축산물 생산실적정보,OPEN API,keyid,인증키,FYER_PRDCTN_ABRT_QY,연간생산능력(KG)
152,축산물 생산실적정보,OPEN API,serviceId,서비스명,PRDLST_REPORT_NO,품목제조보고번호
152,축산물 생산실적정보,OPEN API,dataType,요청파일 타입,EVL_YR,보고년도
152,축산물 생산실적정보,OPEN API,startidx,요청시작위치,LCNS_NO,인허가번호
152,축산물 생산실적정보,OPEN API,endIdx,요청종료위치,H_ITEM_NM,품목유형
152,축산물 생산실적정보,OPEN API,EVL_YR,생산실적보고년도(YYYY)(필수),GUBUN,품목구분
152,축산물 생산실적정보,OPEN API,LCNS_NO,인허가번호,PRDLST_NM,품목명
152,축산물 생산실적정보,OPEN API,PRDLST_CD_NM,품목유형,PRDCTN_QY,생산량(KG)
152,축산물 생산실적정보,OPEN API,BSSH_NM,업소명,BSSH_NM,업소명
153,축산물 식육포장처리업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
153,축산물 식육포장처리업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
153,축산물 식육포장처리업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
153,축산물 식육포장처리업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
153,축산물 식육포장처리업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
153,축산물 식육포장처리업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
153,축산물 식육포장처리업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
153,축산물 식육포장처리업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
153,축산물 식육포장처리업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
154,축산물 식육포장처리업영업허가대장,OPEN API,keyid,인증키,PRMS_DT,허가일자
154,축산물 식육포장처리업영업허가대장,OPEN API,serviceId,서비스명,CLSBIZ_DVS_NM,영업상태
154,축산물 식육포장처리업영업허가대장,OPEN API,dataType,요청파일 타입,INDUTY_NM,업종
154,축산물 식육포장처리업영업허가대장,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
154,축산물 식육포장처리업영업허가대장,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
154,축산물 식육포장처리업영업허가대장,OPEN API,CHNG_DT,변경일자,TELNO,전화번호
154,축산물 식육포장처리업영업허가대장,OPEN API,LCNS_NO,인허가번호,INSTT_NM,기관명
154,축산물 식육포장처리업영업허가대장,OPEN API,,,LOCP_ADDR,주소
154,축산물 식육포장처리업영업허가대장,OPEN API,,,LCNS_NO,인허가 번호
155,축산물 운반업영업신고대장,OPEN API,keyid,인증키,PRMS_DT,허가일자
155,축산물 운반업영업신고대장,OPEN API,serviceId,서비스명,INDUTY_NM,업종
155,축산물 운반업영업신고대장,OPEN API,dataType,요청파일 타입,PRSDNT_NM,대표자명
155,축산물 운반업영업신고대장,OPEN API,startidx,요청시작위치,BSSH_NM,업소명
155,축산물 운반업영업신고대장,OPEN API,endIdx,요청종료위치,INSTT_NM,기관명
155,축산물 운반업영업신고대장,OPEN API,CHNG_DT,변경일자,LOCP_ADDR,주소
155,축산물 운반업영업신고대장,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가 번호
156,축산물 집유업영업허가대장,OPEN API,keyid,인증키,CLSTMP_END_DT,휴업종료일자
156,축산물 집유업영업허가대장,OPEN API,serviceId,서비스명,CLSTMP_BGN_DT,휴업시작일자
156,축산물 집유업영업허가대장,OPEN API,dataType,요청파일 타입,CLSBIZ_DT,폐업 일자
156,축산물 집유업영업허가대장,OPEN API,startidx,요청시작위치,PRMS_DT,허가일자
156,축산물 집유업영업허가대장,OPEN API,endIdx,요청종료위치,CLSBIZ_DVS_NM,영업상태
156,축산물 집유업영업허가대장,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
156,축산물 집유업영업허가대장,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
156,축산물 집유업영업허가대장,OPEN API,,,BSSH_NM,업소명
156,축산물 집유업영업허가대장,OPEN API,,,INSTT_NM,기관명
156,축산물 집유업영업허가대장,OPEN API,,,LOCP_ADDR,주소
156,축산물 집유업영업허가대장,OPEN API,,,LCNS_NO,인허가 번호
157,축산물 판매업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
157,축산물 판매업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
157,축산물 판매업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
157,축산물 판매업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
157,축산물 판매업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
157,축산물 판매업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
157,축산물 판매업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
157,축산물 판매업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
157,축산물 판매업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
158,축산물 판매업영업신고대장,OPEN API,keyid,인증키,PRMS_DT,허가일자
158,축산물 판매업영업신고대장,OPEN API,serviceId,서비스명,INDUTY_NM,업종
158,축산물 판매업영업신고대장,OPEN API,dataType,요청파일 타입,PRSDNT_NM,대표자명
158,축산물 판매업영업신고대장,OPEN API,startidx,요청시작위치,BSSH_NM,업소명
158,축산물 판매업영업신고대장,OPEN API,endIdx,요청종료위치,INSTT_NM,기관명
158,축산물 판매업영업신고대장,OPEN API,CHNG_DT,변경일자,LOCP_ADDR,주소
158,축산물 판매업영업신고대장,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가 번호
159,축산물 품목제조정보,OPEN API,keyid,인증키,CHILD_CRTFC_YN,어린이기호식품품질인증여부
159,축산물 품목제조정보,OPEN API,serviceId,서비스명,HIENG_LNTRT_DVS_NM,고열량저영양식품여부
159,축산물 품목제조정보,OPEN API,dataType,요청파일 타입,PRODUCTION,생산종료여부
159,축산물 품목제조정보,OPEN API,startidx,요청시작위치,PRDLST_DCNM,유형
159,축산물 품목제조정보,OPEN API,endIdx,요청종료위치,PRDLST_NM,제품명
159,축산물 품목제조정보,OPEN API,CHNG_DT,변경일자(YYYYMMDD),PRMS_DT,보고일자
159,축산물 품목제조정보,OPEN API,PRDLST_REPORT_NO,품목제조번호,PRDLST_REPORT_NO,품목제조번호
159,축산물 품목제조정보,OPEN API,BSSH_NM,업소명,BSSH_NM,업소명
159,축산물 품목제조정보,OPEN API,PRDLST_NM,품목명,LAST_UPDT_DTM,최종수정일자
159,축산물 품목제조정보,OPEN API,PRMS_DT,보고일자,INDUTY_CD_NM,업종
159,축산물 품목제조정보,OPEN API,PRDLST_DCNM,품목유형,POG_DAYCNT,소비기한
159,축산물 품목제조정보,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가번호
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,keyid,인증키,INSTT_NM,기관명
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,serviceId,서비스명,LOCP_ADDR,주소
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,,,BSSH_NM,업소명
160,"축산물(도축업,보관업,운반업,집유업,식용란선별포장업) 폐업정보",OPEN API,,,LCNS_NO,인허가번호
161,축산물HACCP 지정정보,OPEN API,keyid,인증키,HACCP_APPN_NO,HACCP 지정번호
161,축산물HACCP 지정정보,OPEN API,serviceId,서비스명,HACCP_APPN_DT,HACCP 지정일자
161,축산물HACCP 지정정보,OPEN API,dataType,요청파일 타입,SITE_ADDR,업소주소
161,축산물HACCP 지정정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
161,축산물HACCP 지정정보,OPEN API,endIdx,요청종료위치,CLSBIZ_DVS_CD_NM,영업상태
161,축산물HACCP 지정정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
161,축산물HACCP 지정정보,OPEN API,HACCP_APPN_NO,HACCP 지정번호,INDUTY_CD_NM,업종명
161,축산물HACCP 지정정보,OPEN API,CHNG_DT,변경일자,BSSH_NM,업소명
161,축산물HACCP 지정정보,OPEN API,,,CRTFC_RETN_DT,인증반납일자
161,축산물HACCP 지정정보,OPEN API,,,CRTFC_ENDDT,인증종료일자
161,축산물HACCP 지정정보,OPEN API,,,ASGN_CANCL_DT,지정취소일자
161,축산물HACCP 지정정보,OPEN API,,,LCNS_NO,인허가번호
162,축산물위생검사기관 지정 현황,OPEN API,keyid,인증키,WORK_SCOPE,업무범위
162,축산물위생검사기관 지정 현황,OPEN API,serviceId,서비스명,APPN_END_DT,지정종료일자
162,축산물위생검사기관 지정 현황,OPEN API,dataType,요청파일 타입,APPN_BGN_DT,지정시작일자
162,축산물위생검사기관 지정 현황,OPEN API,startidx,요청시작위치,ADDR,주소
162,축산물위생검사기관 지정 현황,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자
162,축산물위생검사기관 지정 현황,OPEN API,,,BSSH_NM,검사기관명
163,축산물의 표시기준,OPEN API,keyid,인증키,,
163,축산물의 표시기준,OPEN API,serviceId,서비스명,,
163,축산물의 표시기준,OPEN API,dataType,요청파일 타입,,
163,축산물의 표시기준,OPEN API,startidx,요청시작위치,,
163,축산물의 표시기준,OPEN API,endIdx,요청종료위치,,
164,축산물품목제조보고(원재료),OPEN API,keyid,인증키,CHNG_DT,변경일자
164,축산물품목제조보고(원재료),OPEN API,serviceId,서비스명,LCNS_NO,인허가번호
164,축산물품목제조보고(원재료),OPEN API,dataType,요청파일 타입,RAWMTRL_NM,원재료
164,축산물품목제조보고(원재료),OPEN API,startidx,요청시작위치,PRDLST_DCNM,유형
164,축산물품목제조보고(원재료),OPEN API,endIdx,요청종료위치,PRDLST_NM,품목명
164,축산물품목제조보고(원재료),OPEN API,CHNG_DT,변경일자,PRMS_DT,보고일자
164,축산물품목제조보고(원재료),OPEN API,PRDLST_REPORT_NO,품목제조번호,PRDLST_REPORT_NO,품목제조번호
164,축산물품목제조보고(원재료),OPEN API,LCNS_NO,인허가번호,BSSH_NM,업소명
164,축산물품목제조보고(원재료),OPEN API,PRMS_DT,보고일자,,
165,토양지하수 토양실태조사정보,OPEN API,keyid,인증키,AS_,비소
165,토양지하수 토양실태조사정보,OPEN API,serviceId,서비스명,COPPR,구리
165,토양지하수 토양실태조사정보,OPEN API,dataType,요청파일 타입,CDMM,카드뮴
165,토양지하수 토양실태조사정보,OPEN API,startidx,요청시작위치,AREA,면적
165,토양지하수 토양실태조사정보,OPEN API,endIdx,요청종료위치,LNDCGR_NM,지목 명
165,토양지하수 토양실태조사정보,OPEN API,CHNG_DT,변경일자,ADDR,주소
165,토양지하수 토양실태조사정보,OPEN API,EXAM_YR,조사년도,CHARTR_CL_NM,특성 분류 명
165,토양지하수 토양실태조사정보,OPEN API,ADDR,주소,RM,비고
165,토양지하수 토양실태조사정보,OPEN API,,,HYDRIONDNSTY,수소이온농도
165,토양지하수 토양실태조사정보,OPEN API,,,PCE,테트라클로로에틸렌
165,토양지하수 토양실태조사정보,OPEN API,,,TCE,트리클로로에틸렌
165,토양지하수 토양실태조사정보,OPEN API,,,TPH,석유계총탄화수소
165,토양지하수 토양실태조사정보,OPEN API,,,XYLEN,크실렌
165,토양지하수 토양실태조사정보,OPEN API,,,ETBEN,에틸벤젠
165,토양지하수 토양실태조사정보,OPEN API,,,TOLUE,톨루엔
165,토양지하수 토양실태조사정보,OPEN API,,,BENZ,벤젠
165,토양지하수 토양실태조사정보,OPEN API,,,EXAM_YR,조사 년도
165,토양지하수 토양실태조사정보,OPEN API,,,PHNL,페놀
165,토양지하수 토양실태조사정보,OPEN API,,,CYN,시안
165,토양지하수 토양실태조사정보,OPEN API,,,PCT,폴리클로리네이트페닐
165,토양지하수 토양실태조사정보,OPEN API,,,ORGNICPH,유기인
165,토양지하수 토양실태조사정보,OPEN API,,,IMCOW,불소
165,토양지하수 토양실태조사정보,OPEN API,,,NICKEL,니켈
165,토양지하수 토양실태조사정보,OPEN API,,,ZINC,아연
165,토양지하수 토양실태조사정보,OPEN API,,,CR6,6가크롬
165,토양지하수 토양실태조사정보,OPEN API,,,PB,납
165,토양지하수 토양실태조사정보,OPEN API,,,MRC,수은
165,토양지하수 토양실태조사정보,OPEN API,,,SOIL_SEQ,토양 일련번호
166,패류독소정보,OPEN API,keyid,인증키,ORGNP_NM,원산지명
166,패류독소정보,OPEN API,serviceId,서비스명,WTNESSMAN_NM,입회자명
166,패류독소정보,OPEN API,dataType,요청파일 타입,PICK_DT,채취일자
166,패류독소정보,OPEN API,startidx,요청시작위치,INSTT_NM,기관명
166,패류독소정보,OPEN API,endIdx,요청종료위치,SPLORE_NO,시료번호
166,패류독소정보,OPEN API,EXAM_SEAR,조사해역명,EXAM_SEAR_NM,조사해역명
166,패류독소정보,OPEN API,,,EXAM_SPOT_NM,조사지점명
166,패류독소정보,OPEN API,,,FIT_YN,적합여부
166,패류독소정보,OPEN API,,,SPLORE_DSUSE_DT,시료폐기일자
166,패류독소정보,OPEN API,,,TEMOD,수온
166,패류독소정보,OPEN API,,,SALT,염분
166,패류독소정보,OPEN API,,,PRDLST_NM,품목명
167,푸드트럭지정현황조회,OPEN API,keyid,인증키,CHNG_DT,변경일자(YYYYMMDD)
167,푸드트럭지정현황조회,OPEN API,serviceId,서비스명,TELNO,업소전화번호
167,푸드트럭지정현황조회,OPEN API,dataType,요청파일 타입,PRSDNT_NM,업소대표자명
167,푸드트럭지정현황조회,OPEN API,startidx,요청시작위치,LOCP_ADDR,업소주소
167,푸드트럭지정현황조회,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
167,푸드트럭지정현황조회,OPEN API,LCNS_NO,인허가번호,INDUTY_CDNM,업종명
167,푸드트럭지정현황조회,OPEN API,BSSH_NM,업소명,INSTT_CDNM,인허가기관명
167,푸드트럭지정현황조회,OPEN API,CHNG_DT,변경일자(YYYYMMDD),PRMS_DT,인허가일자
167,푸드트럭지정현황조회,OPEN API,,,LCNS_NO,인허가번호
168,품목유형코드,OPEN API,keyid,인증키,HTRK_PRDLST_CD,최상위품목코드
168,품목유형코드,OPEN API,serviceId,서비스명,HRNK_PRDLST_CD,상위품목코드
168,품목유형코드,OPEN API,dataType,요청파일 타입,VALD_END_DT,유효종료일자
168,품목유형코드,OPEN API,startidx,요청시작위치,VALD_BEGN_DT,유효개시일자
168,품목유형코드,OPEN API,endIdx,요청종료위치,DFN,정의
168,품목유형코드,OPEN API,LAST_UPDT_DTM,최종수정일(YYYYMMDD),ENG_NM,영문명
168,품목유형코드,OPEN API,,,KOR_NM,한글명
168,품목유형코드,OPEN API,,,PRDLST_CD,품목코드
168,품목유형코드,OPEN API,,,CHD_SMBL_FD_YN,어린이기호식품 여부
168,품목유형코드,OPEN API,,,LAST_UPDT_DTM,최종수정일
168,품목유형코드,OPEN API,,,FDGRP_YN,식품군여부
168,품목유형코드,OPEN API,,,RM,비고
168,품목유형코드,OPEN API,,,USE_YN,사용여부
168,품목유형코드,OPEN API,,,UPDT_PRVNS,수정사유
168,품목유형코드,OPEN API,,,PRDLST_YN,품목여부
168,품목유형코드,OPEN API,,,PIAM_KOR_NM,속성한글명
168,품목유형코드,OPEN API,,,ATTRB_SEQ,속성일련번호
168,품목유형코드,OPEN API,,,MXTR_PRDLST_YN,조합품목여부
168,품목유형코드,OPEN API,,,LV,레벨
169,하수도 수질정보,OPEN API,keyid,인증키,MESURE_DT,측정일자
169,하수도 수질정보,OPEN API,serviceId,서비스명,ROADNM_DTL_ADDR,도로명상세주소
169,하수도 수질정보,OPEN API,dataType,요청파일 타입,ROADNM_BASS_ADDR,도로명기본주소
169,하수도 수질정보,OPEN API,startidx,요청시작위치,DTL_ADDR,상세주소
169,하수도 수질정보,OPEN API,endIdx,요청종료위치,BASS_ADDR,기본주소
169,하수도 수질정보,OPEN API,CHNG_DT,변경일자,ZIPNO,우편번호
169,하수도 수질정보,OPEN API,,,SIGNGU_NM,시군구명
169,하수도 수질정보,OPEN API,,,ECLGY_TOXCTY,상태독성
169,하수도 수질정보,OPEN API,,,TEMOD,수온
169,하수도 수질정보,OPEN API,,,CTPRVN_NM,시도명
169,하수도 수질정보,OPEN API,,,EEC_QTY,대장균군수량
169,하수도 수질정보,OPEN API,,,TN,TN
169,하수도 수질정보,OPEN API,,,TP,TP
169,하수도 수질정보,OPEN API,,,SS,SS
169,하수도 수질정보,OPEN API,,,COD,COD
169,하수도 수질정보,OPEN API,,,BOD,BOD
169,하수도 수질정보,OPEN API,,,BASE_FCLTY_DVS_NM,기초시설구분명
169,하수도 수질정보,OPEN API,,,RIVR_NM,하천명
169,하수도 수질정보,OPEN API,,,PAPRONSLF_NM,지자체명
169,하수도 수질정보,OPEN API,,,FCLTY_CD,시설코드
169,하수도 수질정보,OPEN API,,,FCLTY_NM,시설명
170,해외 위해식품 회수정보,OPEN API,keyid,인증키,NTCTXT_NO,게시글번호
170,해외 위해식품 회수정보,OPEN API,serviceId,서비스명,DOWNLOAD_URL,이미지 다운로드 URL
170,해외 위해식품 회수정보,OPEN API,dataType,요청파일 타입,BDT,본문내용
170,해외 위해식품 회수정보,OPEN API,startidx,요청시작위치,CRET_DTM,생성일자
170,해외 위해식품 회수정보,OPEN API,endIdx,요청종료위치,DETECT_TITL,유해물질
170,해외 위해식품 회수정보,OPEN API,ST_CRET_DTM,생성일자시작범위(YYYYMMDD),TITL,제품명
170,해외 위해식품 회수정보,OPEN API,END_CRET_DTM,생성일자종료범위(YYYYMMDD),,
171,해외직구 위해식품 차단정보,OPEN API,keyid,인증키,IMAGE_URL,이미지URL
171,해외직구 위해식품 차단정보,OPEN API,serviceId,서비스명,LAST_UPDT_DTM,최종수정일
171,해외직구 위해식품 차단정보,OPEN API,dataType,요청파일 타입,CRET_DTM,등록일
171,해외직구 위해식품 차단정보,OPEN API,startidx,요청시작위치,END_YMD,적용종료일
171,해외직구 위해식품 차단정보,OPEN API,endIdx,요청종료위치,STT_YMD,적용시작일
